URL SITE,YOUTUBE,TIME,Difficulty
https://www.24kitchen.pt/receita/sopa-de-abobora,https://youtu.be/8vU1GG-K494,45,medium
https://www.24kitchen.pt/receita/peru-recheado-1,https://youtu.be/t9hOqyFiaRI,60,hard
https://www.24kitchen.pt/receita/rabanadas-de-bolo-rei,https://youtu.be/3AHNnc841J0,60,hard
https://www.24kitchen.pt/receita/bacalhau-a-tia-com-a-catia-goarmon,https://youtu.be/MhWOosO-nPA,60,hard
https://www.24kitchen.pt/receita/pao-de-lo-chocolate-com-o-francisco-moreira,https://youtu.be/3q4wr1BXa80,45,medium
https://www.24kitchen.pt/receita/peras-bebadas-no-natal-com-a-filipa-gomes,https://youtu.be/ORx_qjvMfeQ,60,hard
https://www.24kitchen.pt/receita/causa-de-atum,https://youtu.be/ZKisEpVVB-8,45,medium
https://www.24kitchen.pt/receita/arroz-com-pollo,https://youtu.be/_TdQg_b9g68,60,hard
https://www.24kitchen.pt/receita/bolo-tres-leches-1,https://youtu.be/XLXZtshDNRs,60,hard
https://www.24kitchen.pt/receita/feijoada-brasileira-1,https://youtu.be/NlWJwAprIj0,60,hard
https://www.24kitchen.pt/receita/bobo-de-camarao-1,https://youtu.be/aPIl0MJQMU0,60,hard
https://www.24kitchen.pt/receita/soufle-de-brigadeiro,https://youtu.be/WeyCaC25yYs,45,medium
https://www.24kitchen.pt/receita/chiles-en-nogada,https://youtu.be/pCGfL_KOTMs,60,hard
https://www.24kitchen.pt/receita/fajitas-de-frango-1,https://youtu.be/M4rw8X5lt0I,30,easy
https://www.24kitchen.pt/receita/churros-com-molho-de-chocolate-1,https://youtu.be/D-xx1lt0hWs,60,hard
https://www.24kitchen.pt/receita/salada-cobb,https://youtu.be/Q7AMKDlwYZg,45,medium
https://www.24kitchen.pt/receita/macaroni-cheese,https://youtu.be/1RBz3dzVgU0,45,medium
https://www.24kitchen.pt/receita/cheesecake-ny-style,https://youtu.be/f16FWbN0fTg,60,hard
https://www.24kitchen.pt/receita/esqueixada-de-bacalhau,https://youtu.be/ti3_QaFMSqA,45,medium
https://www.24kitchen.pt/receita/paella-a-la-sa-pessoa,https://youtu.be/-T35LUCe1L8,45,medium
https://www.24kitchen.pt/receita/leche-frita,https://youtu.be/Kq4KTZxm0Ng,45,medium
https://www.24kitchen.pt/receita/sopa-cebola-a-azeitao,https://youtu.be/XygTKeZxPaQ,45,medium
https://www.24kitchen.pt/receita/bife-bourguignon,https://youtu.be/5pUvpMka2gQ,180,hard
https://www.24kitchen.pt/receita/fondant-de-chocolate-1,https://youtu.be/OQwV2T4iLGo,45,medium
https://www.24kitchen.pt/receita/fish-pie,https://youtu.be/rbdw6B4V2ZA,45,medium
https://www.24kitchen.pt/receita/beef-wellington,https://youtu.be/8j1R028Qof8,60,hard
https://www.24kitchen.pt/receita/sticky-toffee-pudding,https://youtu.be/To2Z7dTPocI,60,hard
